raw_label,clean_label
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Inflammatory.,Inflammatory
Malignant subcutaneous.,Malignant subcutaneous
Metastatic intramuscular.,Metastatic intramuscular
Metastatic intramuscular.,Metastatic intramuscular
Genetic vascular.,Genetic vascular
Genetic vascular.,Genetic vascular
Metastatic intramuscular.,Metastatic intramuscular
Genetic vascular.,Genetic vascular
Genetic vascular.,Genetic vascular
Metastatic intramuscular.,Metastatic intramuscular
Infectious hypodermal.,Infectious hypodermal
Metastatic intramuscular.,Metastatic intramuscular
Genetic vascular.,Genetic vascular
Inflammatory epidermal.,Inflammatory epidermal
Infectious hypodermal.,Infectious hypodermal
Metastatic intramuscular.,Metastatic intramuscular
Inflammatory epidermal.,Inflammatory epidermal
Inflammatory epidermal.,Inflammatory epidermal
Inflammatory epidermal.,Inflammatory epidermal
Infectious hypodermal.,Infectious hypodermal
Genetic vascular.,Genetic vascular
Metastatic intramuscular.,Metastatic intramuscular
Malignant subcutaneous.,Malignant subcutaneous
Malignant subcutaneous.,Malignant subcutaneous
Metastatic intramuscular.,Metastatic intramuscular
Metastatic intramuscular.,Metastatic intramuscular
Genetic vascular.,Genetic vascular
Infectious hypodermal.,Infectious hypodermal
Inflammatory epidermal.,Inflammatory epidermal
Genetic vascular.,Genetic vascular
Malignant subcutaneous.,Malignant subcutaneous
Metastatic intramuscular.,Metastatic intramuscular
Metastatic intramuscular.,Metastatic intramuscular
Infectious hypodermal.,Infectious hypodermal
Metastatic intramuscular.,Metastatic intramuscular
Infectious hypodermal.,Infectious hypodermal
Metastatic intramuscular.,Metastatic intramuscular
Infectious hypodermal.,Infectious hypodermal
Malignant subcutaneous.,Malignant subcutaneous
Malignant subcutaneous.,Malignant subcutaneous
Infectious hypodermal.,Infectious hypodermal
Infectious hypodermal.,Infectious hypodermal
Malignant subcutaneous.,Malignant subcutaneous
Genetic vascular.,Genetic vascular
Genetic vascular.,Genetic vascular
Infectious hypodermal.,Infectious hypodermal
Inflammatory epidermal.,Inflammatory epidermal
Inflammatory epidermal.,Inflammatory epidermal
Malignant subcutaneous.,Malignant subcutaneous
Genetic vascular.,Genetic vascular
Inflammatory epidermal.,Inflammatory epidermal
Metastatic intramuscular.,Metastatic intramuscular
Genetic vascular.,Genetic vascular
Malignant subcutaneous.,Malignant subcutaneous
Infectious hypodermal.,Infectious hypodermal
Metastatic dermal.,Metastatic dermal
Metastatic dermal.,Metastatic dermal
Non-cancerous subcutaneous.,Non-cancerous subcutaneous
Non-cancerous subcutaneous.,Non-cancerous subcutaneous
Non-cancerous subcutaneous.,Non-cancerous subcutaneous
Invasive melanocytic.,Invasive melanocytic
Metastatic dermal.,Metastatic dermal
Premalignant dermal.,Premalignant dermal
Invasive melanocytic.,Invasive melanocytic
Malignant dermal.,Malignant dermal
Malignant dermal.,Malignant dermal
Metastatic dermal.,Metastatic dermal
Invasive melanocytic.,Invasive melanocytic
Non-cancerous subcutaneous.,Non-cancerous subcutaneous
Malignant dermal.,Malignant dermal
Malignant melanoma.,Malignant melanoma
Malignant melanoma.,Malignant melanoma
Malignant melanoma.,Malignant melanoma
Malignant melanoma.,Malignant melanoma
Malignant melanoma.,Malignant melanoma
Malignant melanoma.,Malignant melanoma
Malignant melanoma.,Malignant melanoma
Malignant melanoma.,Malignant melanoma
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Genodermatoses.,Genodermatoses
Metastatic melanocytic.,Metastatic melanocytic
Invasive squamous.,Invasive squamous
Malignant epidermal.,Malignant epidermal
Metastatic melanocytic.,Metastatic melanocytic
Metastatic melanocytic.,Metastatic melanocytic
Malignant epidermal.,Malignant epidermal
Invasive squamous.,Invasive squamous
Harmless cutaneous.,Harmless cutaneous
Malignant epidermal.,Malignant epidermal
Metastatic melanocytic.,Metastatic melanocytic
Harmless cutaneous.,Harmless cutaneous
Metastatic melanocytic.,Metastatic melanocytic
Harmless cutaneous.,Harmless cutaneous
Malignant epidermal.,Malignant epidermal
Malignant epidermal.,Malignant epidermal
Metastatic melanocytic.,Metastatic melanocytic
Invasive squamous.,Invasive squamous
Malignant epidermal.,Malignant epidermal
Harmless cutaneous.,Harmless cutaneous
Invasive squamous.,Invasive squamous
Metastatic melanocytic.,Metastatic melanocytic
Harmless cutaneous.,Harmless cutaneous
Malignant epidermal.,Malignant epidermal
Malignant epidermal.,Malignant epidermal
Invasive squamous.,Invasive squamous
Metastatic melanocytic.,Metastatic melanocytic
Metastatic melanocytic.,Metastatic melanocytic
Metastatic melanocytic.,Metastatic melanocytic
Harmless cutaneous.,Harmless cutaneous
Metastatic melanocytic.,Metastatic melanocytic
Harmless cutaneous.,Harmless cutaneous
Invasive squamous.,Invasive squamous
Invasive squamous.,Invasive squamous
Harmless cutaneous.,Harmless cutaneous
Harmless cutaneous.,Harmless cutaneous
Invasive squamous.,Invasive squamous
Metastatic melanocytic.,Metastatic melanocytic
Invasive squamous.,Invasive squamous
Metastatic melanocytic.,Metastatic melanocytic
Malignant epidermal.,Malignant epidermal
Invasive squamous.,Invasive squamous
Metastatic melanocytic.,Metastatic melanocytic
Metastatic melanocytic.,Metastatic melanocytic
Harmless cutaneous.,Harmless cutaneous
Malignant epidermal.,Malignant epidermal
Invasive squamous.,Invasive squamous
Malignant epidermal.,Malignant epidermal
Malignant epidermal.,Malignant epidermal
Invasive squamous.,Invasive squamous
Harmless cutaneous.,Harmless cutaneous
Invasive squamous.,Invasive squamous
Metastatic melanocytic.,Metastatic melanocytic
Malignant epidermal.,Malignant epidermal
Malignant epidermal.,Malignant epidermal
Malignant epidermal.,Malignant epidermal
Malignant epidermal.,Malignant epidermal
Harmless cutaneous.,Harmless cutaneous
Metastatic melanocytic.,Metastatic melanocytic
Harmless cutaneous.,Harmless cutaneous
Invasive squamous.,Invasive squamous
Malignant epidermal.,Malignant epidermal
Metastatic melanocytic.,Metastatic melanocytic
Metastatic melanocytic.,Metastatic melanocytic
Malignant epidermal.,Malignant epidermal
Invasive squamous.,Invasive squamous
Invasive squamous.,Invasive squamous
Malignant epidermal.,Malignant epidermal
Invasive squamous.,Invasive squamous
Metastatic melanocytic.,Metastatic melanocytic
Invasive squamous.,Invasive squamous
Malignant epidermal.,Malignant epidermal
Metastatic melanocytic.,Metastatic melanocytic
Invasive squamous.,Invasive squamous
Harmless cutaneous.,Harmless cutaneous
Harmless cutaneous.,Harmless cutaneous
Malignant epidermal.,Malignant epidermal
Metastatic melanocytic.,Metastatic melanocytic
Malignant epidermal.,Malignant epidermal
Malignant epidermal.,Malignant epidermal
Metastatic melanocytic.,Metastatic melanocytic
Malignant epidermal.,Malignant epidermal
Metastatic melanocytic.,Metastatic melanocytic
Metastatic melanocytic.,Metastatic melanocytic
Invasive squamous.,Invasive squamous
Malignant epidermal.,Malignant epidermal
Malignant epidermal.,Malignant epidermal
Metastatic melanocytic.,Metastatic melanocytic
Metastatic melanocytic.,Metastatic melanocytic
Metastatic melanocytic.,Metastatic melanocytic
Malignant epidermal.,Malignant epidermal
Invasive squamous.,Invasive squamous
Invasive squamous.,Invasive squamous
Harmless cutaneous.,Harmless cutaneous
Harmless cutaneous.,Harmless cutaneous
Invasive squamous.,Invasive squamous
Malignant epidermal.,Malignant epidermal
Malignant epidermal.,Malignant epidermal
Harmless cutaneous.,Harmless cutaneous
